age;job;marital;education;default;housing;loan
33;blue-collar;married;secondary;no;yes;no
45;admin.;married;unknown;no;yes;no
49;technician;married;tertiary;no;no;no
40;blue-collar;married;primary;no;yes;no
30;technician;single;secondary;no;yes;no
45;management;married;tertiary;no;yes;no
51;admin.;married;secondary;no;yes;no
32;management;single;tertiary;no;yes;no
34;technician;single;secondary;no;yes;no
48;services;married;secondary;no;yes;no
53;blue-collar;married;primary;no;no;no
33;unemployed;married;primary;no;yes;no
35;blue-collar;single;primary;no;yes;no
31;management;married;tertiary;no;yes;no
34;blue-collar;married;secondary;no;yes;no
31;technician;single;secondary;no;yes;no
39;management;single;tertiary;no;yes;no
21;student;single;primary;no;no;no
45;services;single;secondary;no;yes;no
33;technician;married;secondary;no;yes;no
33;technician;married;secondary;no;yes;no
53;management;married;secondary;no;yes;no
26;services;single;secondary;no;no;no
33;blue-collar;married;secondary;no;yes;no
32;technician;single;secondary;no;yes;no
34;management;married;tertiary;no;yes;no
37;management;single;tertiary;no;yes;yes
48;technician;married;secondary;no;no;no
37;services;married;secondary;no;yes;no
38;management;married;tertiary;no;yes;no
36;management;married;tertiary;no;yes;no
35;blue-collar;single;tertiary;no;yes;no
29;management;single;tertiary;no;no;no
32;blue-collar;married;secondary;no;yes;no
40;blue-collar;single;primary;no;yes;no
58;services;divorced;secondary;no;yes;no
27;services;single;secondary;no;yes;no
37;management;married;tertiary;no;yes;yes
37;technician;divorced;secondary;no;yes;no
33;management;married;secondary;no;yes;no
48;admin.;single;secondary;no;yes;no
53;retired;married;secondary;no;yes;no
56;blue-collar;divorced;secondary;no;yes;no
27;blue-collar;married;secondary;no;yes;no
36;admin.;married;secondary;no;yes;no
33;blue-collar;married;primary;no;yes;no
52;blue-collar;married;secondary;no;yes;no
45;services;married;primary;no;yes;yes
34;admin.;married;secondary;no;yes;no
42;blue-collar;married;primary;no;yes;no
41;blue-collar;divorced;primary;no;yes;no
42;blue-collar;married;primary;no;yes;no
60;retired;married;tertiary;no;yes;no
39;services;single;secondary;no;yes;yes
29;blue-collar;divorced;secondary;no;yes;no
39;blue-collar;married;secondary;no;yes;no
28;technician;married;tertiary;no;yes;no
38;management;married;tertiary;no;yes;no
39;self-employed;single;tertiary;no;yes;yes
35;blue-collar;single;secondary;no;yes;no
48;services;married;secondary;no;yes;no
28;technician;married;tertiary;no;yes;no
37;services;married;secondary;no;yes;yes
28;admin.;married;secondary;no;yes;no
49;management;married;tertiary;no;yes;no
29;blue-collar;married;secondary;no;yes;no
28;blue-collar;married;secondary;no;yes;no
46;blue-collar;married;primary;no;yes;no
43;services;divorced;secondary;no;yes;no
35;technician;single;secondary;no;yes;no
33;management;married;secondary;no;yes;no
41;blue-collar;married;primary;no;yes;no
34;blue-collar;married;secondary;no;yes;no
45;blue-collar;married;primary;no;yes;no
22;technician;single;secondary;no;yes;no
30;technician;single;secondary;no;yes;no
33;services;divorced;secondary;no;yes;no
38;technician;divorced;tertiary;no;yes;no
32;services;single;secondary;no;yes;no
36;admin.;married;secondary;no;yes;yes
33;blue-collar;married;secondary;no;yes;no
48;unemployed;married;secondary;no;yes;yes
38;services;married;secondary;no;yes;no
37;technician;single;secondary;no;yes;no
36;housemaid;divorced;secondary;no;no;no
40;management;married;tertiary;no;no;no
37;blue-collar;married;secondary;no;yes;no
29;management;single;tertiary;no;yes;no
40;management;single;tertiary;no;yes;no
35;self-employed;married;secondary;no;yes;no
45;services;single;secondary;no;yes;no
30;management;single;tertiary;no;yes;no
34;technician;single;tertiary;no;yes;no
53;blue-collar;married;primary;no;yes;no
34;blue-collar;married;secondary;no;yes;no
34;management;divorced;tertiary;no;yes;yes
55;admin.;married;secondary;no;yes;yes
32;entrepreneur;married;tertiary;no;yes;no
32;blue-collar;married;secondary;no;yes;yes
36;management;married;tertiary;no;yes;no
35;services;single;secondary;no;yes;no
42;blue-collar;married;primary;no;yes;no
31;admin.;divorced;secondary;no;yes;no
32;management;single;tertiary;no;yes;no
57;admin.;married;secondary;no;yes;no
37;blue-collar;married;secondary;no;yes;no
34;blue-collar;married;primary;no;yes;no
46;admin.;single;secondary;no;yes;no
41;management;married;tertiary;no;yes;no
23;blue-collar;single;secondary;no;yes;no
27;admin.;married;primary;no;yes;no
43;blue-collar;married;secondary;no;no;no
27;blue-collar;single;secondary;no;yes;no
50;services;married;secondary;no;yes;no
43;blue-collar;divorced;secondary;no;yes;yes
32;management;married;tertiary;no;yes;yes
32;technician;married;unknown;no;yes;no
28;technician;married;secondary;no;yes;no
35;technician;single;secondary;no;yes;no
32;blue-collar;single;secondary;no;yes;no
38;technician;married;secondary;no;yes;no
54;blue-collar;married;primary;no;yes;yes
31;entrepreneur;single;tertiary;no;yes;no
45;services;married;primary;no;yes;no
42;admin.;married;secondary;no;yes;yes
29;services;single;secondary;no;yes;no
30;services;single;secondary;no;yes;no
39;student;single;tertiary;no;yes;no
55;services;married;secondary;no;yes;no
48;services;married;secondary;no;yes;no
42;management;divorced;secondary;no;yes;no
46;blue-collar;married;primary;no;no;no
35;blue-collar;married;secondary;no;yes;no
51;management;married;secondary;no;yes;no
32;technician;single;tertiary;no;yes;no
37;technician;single;secondary;no;yes;no
34;management;single;tertiary;no;yes;no
42;blue-collar;married;secondary;no;yes;no
32;services;married;secondary;no;yes;yes
56;blue-collar;married;primary;no;yes;no
51;blue-collar;married;primary;no;yes;no
37;blue-collar;single;secondary;no;yes;no
34;services;married;secondary;no;yes;no
39;blue-collar;married;unknown;no;yes;no
35;blue-collar;married;secondary;no;yes;no
48;admin.;divorced;secondary;no;yes;no
46;entrepreneur;married;secondary;no;yes;no
44;management;single;secondary;no;yes;no
34;services;married;secondary;no;yes;no
36;services;married;secondary;no;yes;yes
35;entrepreneur;married;tertiary;no;yes;no
38;management;married;secondary;no;yes;no
46;technician;married;unknown;no;yes;no
47;services;married;secondary;no;yes;no
34;management;married;tertiary;no;yes;no
29;services;married;secondary;no;yes;yes
29;blue-collar;married;secondary;no;yes;no
45;technician;married;primary;no;yes;no
33;technician;single;secondary;no;yes;yes
44;services;married;secondary;no;yes;no
48;admin.;single;secondary;no;yes;no
28;technician;single;tertiary;no;yes;no
33;admin.;married;secondary;no;yes;no
38;services;divorced;primary;no;yes;no
41;blue-collar;married;secondary;no;yes;no
35;technician;married;secondary;no;yes;yes
29;blue-collar;married;secondary;no;yes;no
47;admin.;married;secondary;no;yes;yes
33;admin.;single;secondary;no;yes;no
38;management;single;tertiary;no;yes;no
52;admin.;divorced;secondary;no;yes;no
29;admin.;married;primary;no;yes;no
33;blue-collar;single;secondary;no;yes;no
33;technician;married;secondary;no;yes;no
37;management;divorced;secondary;no;yes;no
33;admin.;divorced;tertiary;no;no;no
36;entrepreneur;married;tertiary;no;yes;no
50;blue-collar;married;primary;no;yes;no
35;blue-collar;married;secondary;no;yes;no
37;services;married;secondary;no;yes;no
34;services;married;secondary;no;yes;no
43;blue-collar;married;secondary;no;yes;yes
35;blue-collar;married;secondary;no;yes;no
42;management;married;tertiary;no;yes;yes
32;management;married;tertiary;no;yes;yes
26;student;single;tertiary;no;yes;no
37;blue-collar;married;secondary;no;yes;no
34;services;married;secondary;no;yes;no
27;blue-collar;single;primary;no;yes;no
36;self-employed;single;secondary;no;yes;no
34;management;single;tertiary;no;yes;no
40;blue-collar;married;primary;no;yes;no
38;technician;married;tertiary;no;yes;no
58;management;married;secondary;no;yes;no
38;services;married;secondary;no;yes;no
55;admin.;single;secondary;no;yes;no
32;blue-collar;married;secondary;no;yes;no
35;technician;married;secondary;no;yes;yes
39;blue-collar;married;primary;no;yes;no
38;management;single;tertiary;no;yes;no
28;blue-collar;married;primary;no;yes;no
34;technician;married;secondary;no;yes;no
24;student;single;secondary;no;yes;no
36;blue-collar;single;secondary;no;yes;yes
35;technician;single;secondary;no;no;no
37;blue-collar;divorced;secondary;no;yes;no
35;management;single;tertiary;no;yes;no
26;student;single;tertiary;no;no;no
57;management;married;primary;no;no;no
30;technician;single;tertiary;no;no;no
27;admin.;single;tertiary;no;no;no
29;technician;single;secondary;no;no;no
63;retired;married;unknown;no;no;no
95;retired;divorced;primary;no;no;no
65;retired;married;tertiary;no;no;no
37;admin.;married;secondary;no;no;no
55;blue-collar;married;primary;no;no;no
59;technician;married;secondary;no;no;no
35;management;single;tertiary;no;no;no
32;management;single;tertiary;no;no;no
74;retired;married;secondary;no;no;no
56;unemployed;married;primary;no;no;no
58;admin.;married;secondary;no;yes;yes
34;services;married;secondary;no;yes;no
71;retired;married;tertiary;no;no;no
37;management;married;tertiary;no;yes;no
59;retired;married;secondary;no;no;no
26;student;single;tertiary;no;no;no
46;management;divorced;tertiary;no;no;no
30;blue-collar;single;unknown;no;no;no
29;self-employed;married;secondary;no;no;yes
67;retired;single;tertiary;no;no;no
31;management;single;tertiary;no;no;no
78;retired;married;primary;no;no;no
45;unknown;divorced;unknown;no;no;no
29;blue-collar;single;secondary;no;yes;yes
39;admin.;married;tertiary;no;no;no
45;management;married;tertiary;no;no;no
37;management;married;tertiary;no;no;no
63;admin.;married;secondary;no;no;no
30;student;single;primary;no;no;no
39;admin.;single;secondary;no;yes;no
44;technician;single;unknown;no;no;no
71;retired;divorced;tertiary;no;no;no
29;management;married;tertiary;no;no;no
66;blue-collar;married;primary;no;no;no
31;management;married;tertiary;no;no;no
45;technician;married;tertiary;no;no;no
32;management;single;tertiary;no;no;no
36;student;single;secondary;no;no;no
41;unknown;single;unknown;no;no;no
38;technician;married;secondary;no;yes;no
34;management;married;tertiary;no;yes;no
41;management;divorced;tertiary;no;no;no
64;technician;married;tertiary;no;no;no
64;management;married;tertiary;no;no;no
32;technician;single;tertiary;no;no;no
69;housemaid;married;primary;no;no;no
33;admin.;married;tertiary;no;no;no
39;services;married;secondary;no;no;no
30;services;married;tertiary;no;no;no
65;retired;married;primary;no;no;no
45;admin.;divorced;primary;no;yes;no
42;self-employed;married;tertiary;no;no;no
66;retired;married;tertiary;no;no;no
75;retired;married;tertiary;no;no;no
75;admin.;married;unknown;no;no;no
65;management;divorced;tertiary;no;yes;no
53;management;married;tertiary;no;no;no
40;management;married;primary;no;yes;no
69;retired;divorced;tertiary;no;no;no
27;blue-collar;single;secondary;no;no;no
52;admin.;married;secondary;no;no;no
31;admin.;single;tertiary;no;yes;no
25;student;single;secondary;no;no;no
34;management;married;tertiary;no;no;no
30;admin.;single;secondary;no;no;no
31;self-employed;single;tertiary;no;no;no
37;technician;married;secondary;no;yes;no
32;management;single;tertiary;no;no;no
82;retired;married;unknown;no;no;no
53;retired;married;secondary;no;yes;no
45;management;married;tertiary;no;no;no
45;unemployed;married;secondary;no;no;no
35;management;married;tertiary;no;no;no
53;admin.;single;secondary;no;no;no
32;blue-collar;single;secondary;no;no;no
52;management;married;secondary;no;no;no
19;student;single;primary;no;no;no
74;retired;married;primary;no;no;no
37;management;married;tertiary;no;yes;no
81;retired;married;primary;no;no;no
29;self-employed;married;tertiary;no;no;no
59;blue-collar;married;primary;no;no;no
76;management;married;unknown;no;yes;no
39;admin.;married;tertiary;no;no;no
22;admin.;single;secondary;no;no;no
25;blue-collar;single;secondary;no;no;no
62;unemployed;married;secondary;no;no;no
27;services;single;secondary;no;no;no
39;admin.;married;secondary;no;no;no
32;admin.;single;secondary;no;no;yes
24;services;single;unknown;no;no;no
19;student;single;secondary;no;no;no
28;blue-collar;single;tertiary;no;no;no
67;retired;single;tertiary;no;no;no
30;admin.;married;secondary;no;no;no
51;management;married;tertiary;no;no;no
66;retired;married;primary;no;no;no
28;unemployed;single;primary;no;no;no
49;management;single;tertiary;no;no;no
34;technician;single;tertiary;no;yes;yes
29;management;single;tertiary;no;yes;no
43;admin.;married;secondary;no;yes;no
46;services;single;unknown;no;no;no
33;services;single;tertiary;no;no;no
30;management;single;tertiary;no;no;no
72;retired;married;primary;no;no;no
27;management;single;tertiary;no;no;no
58;blue-collar;married;secondary;no;yes;no
52;admin.;married;secondary;no;no;no
35;technician;single;secondary;no;no;no
32;management;single;tertiary;no;yes;no
31;technician;single;tertiary;no;no;no
75;retired;divorced;primary;no;no;no
72;retired;married;primary;no;no;no
36;admin.;married;secondary;no;yes;no
29;management;married;tertiary;no;no;no
23;student;single;tertiary;no;no;no
71;technician;married;tertiary;no;no;no
41;unemployed;married;secondary;no;yes;yes
30;student;single;secondary;no;no;no
37;admin.;married;tertiary;no;yes;no
53;admin.;divorced;tertiary;no;no;no
24;student;single;tertiary;no;no;no
31;management;married;tertiary;no;no;no
25;services;single;secondary;no;no;no
56;management;divorced;tertiary;no;no;no
65;retired;married;primary;no;no;no
26;admin.;single;tertiary;no;yes;no
57;management;married;tertiary;no;no;no
72;self-employed;married;tertiary;no;no;no
52;admin.;divorced;tertiary;no;yes;yes
44;management;married;tertiary;no;no;no
55;management;married;tertiary;no;no;no
33;technician;married;unknown;no;no;no
51;admin.;single;secondary;no;yes;no
54;admin.;married;secondary;no;yes;yes
24;self-employed;single;tertiary;no;no;no
35;self-employed;married;tertiary;no;no;no
30;admin.;single;secondary;no;no;no
46;management;married;tertiary;no;no;no
35;technician;married;tertiary;no;yes;yes
36;housemaid;married;primary;no;no;no
55;services;married;secondary;no;no;no
42;admin.;married;secondary;no;yes;yes
60;technician;married;primary;no;no;no
47;management;divorced;tertiary;no;no;no
42;blue-collar;married;primary;no;no;no
70;retired;divorced;primary;no;no;no
77;retired;married;secondary;no;no;no
62;retired;married;secondary;no;no;no
34;technician;married;tertiary;no;yes;yes
68;retired;married;secondary;no;yes;no
33;blue-collar;single;tertiary;no;yes;no
31;admin.;married;tertiary;no;yes;no
35;blue-collar;married;secondary;no;yes;no
34;blue-collar;married;secondary;no;yes;no
29;admin.;married;secondary;no;yes;no
25;technician;single;tertiary;no;yes;no
62;blue-collar;married;primary;no;no;no
31;management;single;tertiary;no;yes;no
26;management;single;tertiary;no;no;no
58;technician;married;secondary;no;yes;no
73;retired;married;primary;no;no;no
30;technician;single;tertiary;no;no;no
28;entrepreneur;single;tertiary;no;no;no
47;housemaid;married;secondary;no;yes;no
34;management;single;tertiary;no;no;no
41;management;married;tertiary;no;no;no
35;technician;married;secondary;no;yes;no
46;self-employed;single;secondary;no;no;no
39;technician;single;secondary;no;yes;no
30;admin.;single;secondary;no;no;no
45;management;married;tertiary;no;no;no
28;admin.;single;secondary;no;no;no
52;unemployed;married;secondary;no;no;no
59;retired;married;primary;no;no;no
29;management;married;tertiary;no;yes;no
35;admin.;single;tertiary;no;no;yes
